Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females,,
C3010,33,23,0,District - Sivaganga  23,Total,15-19,118659,57760,60899,54279,28626,25653,47287,24591,22696,5143,2685,2458,1475,1173,302,361,171,190,13,6,7,,
C3010,33,23,0,District - Sivaganga  23,Total,20-24,102838,49322,53516,10457,6169,4288,3319,1855,1464,6414,3823,2591,540,411,129,159,68,91,25,12,13,,
C3010,33,23,0,District - Sivaganga  23,Total,25-29,98106,44620,53486,903,624,279,0,0,0,583,416,167,174,127,47,112,69,43,34,12,22,,
C3010,33,23,0,District - Sivaganga  23,Total,30-34,80914,39135,41779,256,157,99,0,0,0,124,81,43,79,58,21,21,9,12,32,9,23,,
C3010,33,23,0,District - Sivaganga  23,Total,35-59,320751,155555,165196,529,319,210,0,0,0,155,118,37,105,58,47,54,32,22,215,111,104,,
C3010,33,23,0,District - Sivaganga  23,Total,60+,114974,57760,57214,153,81,72,0,0,0,38,18,20,38,17,21,13,7,6,64,39,25,,
C3010,33,23,0,District - Sivaganga  23,Total,Age not stated,8347,4236,4111,89,57,32,0,0,0,56,35,21,19,14,5,10,7,3,4,1,3,,
C3010,33,23,0,District - Sivaganga  23,Rural,All ages,829272,405093,424179,177544,93097,84447,169393,87860,81533,5906,3763,2143,1427,1076,351,474,227,247,344,171,173,,
C3010,33,23,0,District - Sivaganga  23,Rural,0-4,67790,34518,33272,2696,1434,1262,2696,1434,1262,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Rural,5,14420,7399,7021,6734,3480,3254,6734,3480,3254,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Rural,6,13410,6890,6520,10094,5177,4917,10094,5177,4917,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Rural,7,15335,7768,7567,13880,7049,6831,13880,7049,6831,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Rural,8,16821,8632,8189,15609,8040,7569,15609,8040,7569,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Rural,9,14748,7433,7315,13837,6997,6840,13837,6997,6840,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Rural,10,19148,9807,9341,17566,9059,8507,17566,9059,8507,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Rural,11,12979,6632,6347,12095,6233,5862,12095,6233,5862,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Rural,12,18232,9407,8825,16210,8496,7714,16210,8496,7714,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Rural,13,16176,8025,8151,13981,7120,6861,13981,7120,6861,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Rural,14,15117,7608,7509,12109,6335,5774,12109,6335,5774,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Rural,15-19,85546,41297,44249,35522,19167,16355,32057,17006,15051,2389,1375,1014,845,681,164,222,101,121,9,4,5,,
C3010,33,23,0,District - Sivaganga  23,Rural,20-24,72151,34722,37429,5982,3734,2248,2525,1434,1091,3018,2013,1005,313,229,84,110,51,59,16,7,9,,
C3010,33,23,0,District - Sivaganga  23,Rural,25-29,68208,31116,37092,525,357,168,0,0,0,317,233,84,112,80,32,68,34,34,28,10,18,,
C3010,33,23,0,District - Sivaganga  23,Rural,30-34,54610,26308,28302,150,90,60,0,0,0,50,35,15,53,39,14,17,8,9,30,8,22,,
C3010,33,23,0,District - Sivaganga  23,Rural,35-59,231296,110177,121119,381,219,162,0,0,0,76,68,8,64,24,40,42,24,18,199,103,96,,
C3010,33,23,0,District - Sivaganga  23,Rural,60+,86758,44046,42712,109,64,45,0,0,0,17,11,6,25,11,14,9,4,5,58,38,20,,
C3010,33,23,0,District - Sivaganga  23,Rural,Age not stated,6527,3308,3219,64,46,18,0,0,0,39,28,11,15,12,3,6,5,1,4,1,3,,
C3010,33,23,0,District - Sivaganga  23,Urban,All ages,326084,161854,164230,78954,40611,38343,71045,36261,34784,6607,3413,3194,1003,782,221,256,136,120,43,19,24,,
C3010,33,23,0,District - Sivaganga  23,Urban,0-4,26121,13423,12698,2228,1183,1045,2228,1183,1045,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Urban,5,5905,3089,2816,2931,1545,1386,2931,1545,1386,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Urban,6,5245,2743,2502,3933,2053,1880,3933,2053,1880,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Urban,7,5817,3009,2808,5410,2807,2603,5410,2807,2603,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Urban,8,6082,2995,3087,5783,2846,2937,5783,2846,2937,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Urban,9,5499,2826,2673,5285,2717,2568,5285,2717,2568,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Urban,10,6931,3595,3336,6538,3399,3139,6538,3399,3139,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Urban,11,5489,2810,2679,5259,2699,2560,5259,2699,2560,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Urban,12,6657,3486,3171,6190,3250,2940,6190,3250,2940,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Urban,13,6560,3316,3244,5971,3019,2952,5971,3019,2952,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Urban,14,6285,3148,3137,5493,2737,2756,5493,2737,2756,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,23,0,District - Sivaganga  23,Urban,15-19,33113,16463,16650,18757,9459,9298,15230,7585,7645,2754,1310,1444,630,492,138,139,70,69,4,2,2,,
C3010,33,23,0,District - Sivaganga  23,Urban,20-24,30687,14600,16087,4475,2435,2040,794,421,373,3396,1810,1586,227,182,45,49,17,32,9,5,4,,
C3010,33,23,0,District - Sivaganga  23,Urban,25-29,29898,13504,16394,378,267,111,0,0,0,266,183,83,62,47,15,44,35,9,6,2,4,,
C3010,33,23,0,District - Sivaganga  23,Urban,30-34,26304,12827,13477,106,67,39,0,0,0,74,46,28,26,19,7,4,1,3,2,1,1,,
C3010,33,23,0,District - Sivaganga  23,Urban,35-59,89455,45378,44077,148,100,48,0,0,0,79,50,29,41,34,7,12,8,4,16,8,8,,
C3010,33,23,0,District - Sivaganga  23,Urban,60+,28216,13714,14502,44,17,27,0,0,0,21,7,14,13,6,7,4,3,1,6,1,5,,
C3010,33,23,0,District - Sivaganga  23,Urban,Age not stated,1820,928,892,25,11,14,0,0,0,17,7,10,4,2,2,4,2,2,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,All ages,2578201,1303363,1274838,572824,303505,269319,524755,275462,249293,33588,19065,14523,10800,6843,3957,2858,1729,1129,823,406,417,,
C3010,33,24,0,District - Madurai  24,Total,0-4,208330,108156,100174,16043,8367,7676,16043,8367,7676,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,5,45694,23907,21787,24142,12762,11380,24142,12762,11380,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,6,41252,21263,19989,31400,16148,15252,31400,16148,15252,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,7,47070,24557,22513,43052,22481,20571,43052,22481,20571,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,8,49392,25060,24332,46006,23452,22554,46006,23452,22554,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,9,42254,21687,20567,39658,20396,19262,39658,20396,19262,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,10,55664,29266,26398,50326,26634,23692,50326,26634,23692,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,11,41787,21777,20010,38148,19994,18154,38148,19994,18154,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,12,52315,27367,24948,45044,23851,21193,45044,23851,21193,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,13,48650,24495,24155,40429,20710,19719,40429,20710,19719,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,14,45260,22831,22429,35114,18253,16861,35114,18253,16861,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Total,15-19,260844,133213,127631,122693,66237,56456,103400,55545,47855,12674,6485,6189,5567,3589,1978,1017,599,418,35,19,16,,
C3010,33,24,0,District - Madurai  24,Total,20-24,241654,118656,122998,34892,20453,14439,11993,6869,5124,18589,10984,7605,3418,2084,1334,808,475,333,84,41,43,,
C3010,33,24,0,District - Madurai  24,Total,25-29,240167,115556,124611,2779,1959,820,0,0,0,1320,946,374,869,656,213,475,307,168,115,50,65,,
C3010,33,24,0,District - Madurai  24,Total,30-34,195017,98550,96467,772,483,289,0,0,0,274,191,83,232,152,80,174,102,72,92,38,54,,
C3010,33,24,0,District - Madurai  24,Total,35-59,705374,358537,346837,1397,823,574,0,0,0,352,247,105,390,208,182,284,177,107,371,191,180,,
C3010,33,24,0,District - Madurai  24,Total,60+,217829,107696,110133,399,215,184,0,0,0,93,60,33,148,59,89,60,45,15,98,51,47,,
C3010,33,24,0,District - Madurai  24,Total,Age not stated,39648,20789,18859,530,287,243,0,0,0,286,152,134,176,95,81,40,24,16,28,16,12,,
C3010,33,24,0,District - Madurai  24,Rural,All ages,1134025,573036,560989,237637,130738,106899,225507,122558,102949,8270,5553,2717,2640,1905,735,781,509,272,439,213,226,,
C3010,33,24,0,District - Madurai  24,Rural,0-4,97812,51503,46309,4217,2258,1959,4217,2258,1959,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Rural,5,20746,10958,9788,9951,5390,4561,9951,5390,4561,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Rural,6,19202,10000,9202,14695,7660,7035,14695,7660,7035,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Rural,7,22527,11791,10736,20450,10739,9711,20450,10739,9711,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Rural,8,23805,12254,11551,22005,11430,10575,22005,11430,10575,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Rural,9,20293,10542,9751,18946,9878,9068,18946,9878,9068,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Rural,10,26679,14147,12532,23615,12699,10916,23615,12699,10916,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Rural,11,18521,9728,8793,16600,8838,7762,16600,8838,7762,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Rural,12,25220,13402,11818,20871,11397,9474,20871,11397,9474,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Rural,13,22066,11204,10862,17367,9206,8161,17367,9206,8161,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Rural,14,20166,10332,9834,14478,7971,6507,14478,7971,6507,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Rural,15-19,115002,60109,54893,42512,25386,17126,37904,22398,15506,2870,1742,1128,1360,995,365,358,241,117,20,10,10,,
C3010,33,24,0,District - Madurai  24,Rural,20-24,100394,50818,49576,10092,6648,3444,4408,2694,1714,4680,3242,1438,764,571,193,197,126,71,43,15,28,,
C3010,33,24,0,District - Madurai  24,Rural,25-29,98787,47158,51629,753,548,205,0,0,0,400,319,81,196,151,45,97,56,41,60,22,38,,
C3010,33,24,0,District - Madurai  24,Rural,30-34,77711,38357,39354,224,142,82,0,0,0,77,65,12,61,36,25,41,23,18,45,18,27,,
C3010,33,24,0,District - Madurai  24,Rural,35-59,304297,150525,153772,473,286,187,0,0,0,89,73,16,128,72,56,55,36,19,201,105,96,,
C3010,33,24,0,District - Madurai  24,Rural,60+,98595,48456,50139,161,102,59,0,0,0,34,27,7,60,30,30,17,15,2,50,30,20,,
C3010,33,24,0,District - Madurai  24,Rural,Age not stated,22202,11752,10450,227,160,67,0,0,0,120,85,35,71,50,21,16,12,4,20,13,7,,
C3010,33,24,0,District - Madurai  24,Urban,All ages,1444176,730327,713849,335187,172767,162420,299248,152904,146344,25318,13512,11806,8160,4938,3222,2077,1220,857,384,193,191,,
C3010,33,24,0,District - Madurai  24,Urban,0-4,110518,56653,53865,11826,6109,5717,11826,6109,5717,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Urban,5,24948,12949,11999,14191,7372,6819,14191,7372,6819,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Urban,6,22050,11263,10787,16705,8488,8217,16705,8488,8217,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Urban,7,24543,12766,11777,22602,11742,10860,22602,11742,10860,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Urban,8,25587,12806,12781,24001,12022,11979,24001,12022,11979,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Urban,9,21961,11145,10816,20712,10518,10194,20712,10518,10194,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Urban,10,28985,15119,13866,26711,13935,12776,26711,13935,12776,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Urban,11,23266,12049,11217,21548,11156,10392,21548,11156,10392,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Urban,12,27095,13965,13130,24173,12454,11719,24173,12454,11719,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Urban,13,26584,13291,13293,23062,11504,11558,23062,11504,11558,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Urban,14,25094,12499,12595,20636,10282,10354,20636,10282,10354,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,24,0,District - Madurai  24,Urban,15-19,145842,73104,72738,80181,40851,39330,65496,33147,32349,9804,4743,5061,4207,2594,1613,659,358,301,15,9,6,,
C3010,33,24,0,District - Madurai  24,Urban,20-24,141260,67838,73422,24800,13805,10995,7585,4175,3410,13909,7742,6167,2654,1513,1141,611,349,262,41,26,15,,
C3010,33,24,0,District - Madurai  24,Urban,25-29,141380,68398,72982,2026,1411,615,0,0,0,920,627,293,673,505,168,378,251,127,55,28,27,,
C3010,33,24,0,District - Madurai  24,Urban,30-34,117306,60193,57113,548,341,207,0,0,0,197,126,71,171,116,55,133,79,54,47,20,27,,
C3010,33,24,0,District - Madurai  24,Urban,35-59,401077,208012,193065,924,537,387,0,0,0,263,174,89,262,136,126,229,141,88,170,86,84,,
C3010,33,24,0,District - Madurai  24,Urban,60+,119234,59240,59994,238,113,125,0,0,0,59,33,26,88,29,59,43,30,13,48,21,27,,
C3010,33,24,0,District - Madurai  24,Urban,Age not stated,17446,9037,8409,303,127,176,0,0,0,166,67,99,105,45,60,24,12,12,8,3,5,,
C3010,33,25,0,District - Theni  *  25,Total,All ages,1093950,552986,540964,239259,131461,107798,228854,124848,104006,6739,4091,2648,2625,1915,710,840,498,342,201,109,92,,
C3010,33,25,0,District - Theni  *  25,Total,0-4,88642,46698,41944,4542,2416,2126,4542,2416,2126,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Total,5,19968,10639,9329,9210,4933,4277,9210,4933,4277,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Total,6,17517,9368,8149,13213,7109,6104,13213,7109,6104,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Total,7,20691,10924,9767,19227,10174,9053,19227,10174,9053,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Total,8,21983,11482,10501,20889,10961,9928,20889,10961,9928,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Total,9,19534,10406,9128,18713,10012,8701,18713,10012,8701,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Total,10,24082,12750,11332,22426,11979,10447,22426,11979,10447,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Total,11,18932,10084,8848,17712,9529,8183,17712,9529,8183,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Total,12,24246,12858,11388,21492,11630,9862,21492,11630,9862,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Total,13,22688,11720,10968,19429,10342,9087,19429,10342,9087,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Total,14,20544,10640,9904,16323,8797,7526,16323,8797,7526,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Total,15-19,107814,55561,52253,46557,27393,19164,42145,24759,17386,2741,1453,1288,1296,948,348,361,228,133,14,5,9,,
C3010,33,25,0,District - Theni  *  25,Total,20-24,92638,45415,47223,8289,5369,2920,3533,2207,1326,3551,2324,1227,930,696,234,257,135,122,18,7,11,,
C3010,33,25,0,District - Theni  *  25,Total,25-29,98815,46870,51945,578,428,150,0,0,0,261,192,69,189,149,40,108,79,29,20,8,12,,
C3010,33,25,0,District - Theni  *  25,Total,30-34,83332,41099,42233,204,124,80,0,0,0,64,41,23,60,41,19,49,26,23,31,16,15,,
C3010,33,25,0,District - Theni  *  25,Total,35-59,305610,154506,151104,315,175,140,0,0,0,87,60,27,90,41,49,44,21,23,94,53,41,,
C3010,33,25,0,District - Theni  *  25,Total,60+,100022,48284,51738,83,57,26,0,0,0,8,6,2,44,29,15,10,5,5,21,17,4,,
C3010,33,25,0,District - Theni  *  25,Total,Age not stated,6892,3682,3210,57,33,24,0,0,0,27,15,12,16,11,5,11,4,7,3,3,0,,
C3010,33,25,0,District - Theni  *  25,Rural,All ages,502109,255152,246957,106809,60128,46681,103550,57850,45700,1827,1305,522,973,722,251,339,186,153,120,65,55,,
C3010,33,25,0,District - Theni  *  25,Rural,0-4,41374,22031,19343,1628,864,764,1628,864,764,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Rural,5,8936,4803,4133,4283,2322,1961,4283,2322,1961,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Rural,6,8446,4591,3855,6666,3671,2995,6666,3671,2995,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Rural,7,9775,5208,4567,9114,4865,4249,9114,4865,4249,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Rural,8,10568,5637,4931,10005,5376,4629,10005,5376,4629,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Rural,9,9349,5012,4337,8935,4815,4120,8935,4815,4120,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Rural,10,11565,6255,5310,10671,5839,4832,10671,5839,4832,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Rural,11,8971,4789,4182,8310,4500,3810,8310,4500,3810,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Rural,12,11350,6141,5209,9803,5471,4332,9803,5471,4332,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Rural,13,10527,5501,5026,8714,4749,3965,8714,4749,3965,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Rural,14,9318,4868,4450,7018,3888,3130,7018,3888,3130,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Rural,15-19,49539,25942,23597,18416,11530,6886,17114,10657,6457,681,444,237,463,339,124,151,87,64,7,3,4,,
C3010,33,25,0,District - Theni  *  25,Rural,20-24,41540,20960,20580,2789,1957,832,1289,833,456,1043,785,258,359,289,70,93,48,45,5,2,3,,
C3010,33,25,0,District - Theni  *  25,Rural,25-29,44496,21120,23376,186,132,54,0,0,0,60,44,16,63,48,15,49,37,12,14,3,11,,
C3010,33,25,0,District - Theni  *  25,Rural,30-34,36997,18180,18817,79,47,32,0,0,0,18,15,3,24,18,6,15,3,12,22,11,11,,
C3010,33,25,0,District - Theni  *  25,Rural,35-59,138590,69265,69325,123,62,61,0,0,0,8,6,2,36,13,23,19,7,12,60,36,24,,
C3010,33,25,0,District - Theni  *  25,Rural,60+,47169,22893,24276,33,18,15,0,0,0,1,1,0,18,8,10,4,1,3,10,8,2,,
C3010,33,25,0,District - Theni  *  25,Rural,Age not stated,3599,1956,1643,36,22,14,0,0,0,16,10,6,10,7,3,8,3,5,2,2,0,,
C3010,33,25,0,District - Theni  *  25,Urban,All ages,591841,297834,294007,132450,71333,61117,125304,66998,58306,4912,2786,2126,1652,1193,459,501,312,189,81,44,37,,
C3010,33,25,0,District - Theni  *  25,Urban,0-4,47268,24667,22601,2914,1552,1362,2914,1552,1362,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Urban,5,11032,5836,5196,4927,2611,2316,4927,2611,2316,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Urban,6,9071,4777,4294,6547,3438,3109,6547,3438,3109,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Urban,7,10916,5716,5200,10113,5309,4804,10113,5309,4804,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Urban,8,11415,5845,5570,10884,5585,5299,10884,5585,5299,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Urban,9,10185,5394,4791,9778,5197,4581,9778,5197,4581,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Urban,10,12517,6495,6022,11755,6140,5615,11755,6140,5615,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Urban,11,9961,5295,4666,9402,5029,4373,9402,5029,4373,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Urban,12,12896,6717,6179,11689,6159,5530,11689,6159,5530,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Urban,13,12161,6219,5942,10715,5593,5122,10715,5593,5122,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Urban,14,11226,5772,5454,9305,4909,4396,9305,4909,4396,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,25,0,District - Theni  *  25,Urban,15-19,58275,29619,28656,28141,15863,12278,25031,14102,10929,2060,1009,1051,833,609,224,210,141,69,7,2,5,,
C3010,33,25,0,District - Theni  *  25,Urban,20-24,51098,24455,26643,5500,3412,2088,2244,1374,870,2508,1539,969,571,407,164,164,87,77,13,5,8,,
C3010,33,25,0,District - Theni  *  25,Urban,25-29,54319,25750,28569,392,296,96,0,0,0,201,148,53,126,101,25,59,42,17,6,5,1,,
C3010,33,25,0,District - Theni  *  25,Urban,30-34,46335,22919,23416,125,77,48,0,0,0,46,26,20,36,23,13,34,23,11,9,5,4,,
C3010,33,25,0,District - Theni  *  25,Urban,35-59,167020,85241,81779,192,113,79,0,0,0,79,54,25,54,28,26,25,14,11,34,17,17,,
C3010,33,25,0,District - Theni  *  25,Urban,60+,52853,25391,27462,50,39,11,0,0,0,7,5,2,26,21,5,6,4,2,11,9,2,,
C3010,33,25,0,District - Theni  *  25,Urban,Age not stated,3293,1726,1567,21,11,10,0,0,0,11,5,6,6,4,2,3,1,2,1,1,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,All ages,1751301,870376,880925,370555,197088,173467,345631,181528,164103,15235,9005,6230,7980,5585,2395,1197,696,501,512,274,238,,
C3010,33,26,0,District - Virudhunagar  26,Total,0-4,148593,75711,72882,8385,4334,4051,8385,4334,4051,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,5,31440,16204,15236,14653,7501,7152,14653,7501,7152,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,6,29114,14888,14226,22304,11423,10881,22304,11423,10881,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,7,32651,16822,15829,30141,15563,14578,30141,15563,14578,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,8,34481,17240,17241,32350,16211,16139,32350,16211,16139,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,9,31594,16068,15526,29862,15230,14632,29862,15230,14632,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,10,38060,19640,18420,34649,18020,16629,34649,18020,16629,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,11,30460,15734,14726,27659,14447,13212,27659,14447,13212,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,12,36213,18671,17542,30426,15992,14434,30426,15992,14434,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,13,33201,16584,16617,26259,13639,12620,26259,13639,12620,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,14,31606,16031,15575,22603,12136,10467,22603,12136,10467,0,0,0,0,0,0,0,0,0,0,0,0,,
C3010,33,26,0,District - Virudhunagar  26,Total,15-19,182255,91125,91130,73056,41228,31828,60665,33651,27014,6807,3714,3093,5040,3568,1472,523,285,238,21,10,11,,
